freq,psd_x,psd_y,psd_z,psd_xyz
184.6,4.160e+04,1.983e+04,1.701e+04,7.844e+04
186.2,3.865e+04,1.796e+04,1.544e+04,7.206e+04
187.8,3.677e+04,1.679e+04,1.442e+04,6.798e+04
189.4,3.457e+04,1.531e+04,1.345e+04,6.333e+04
190.9,3.420e+04,1.399e+04,1.330e+04,6.149e+04
192.5,3.522e+04,1.382e+04,1.359e+04,6.264e+04
194.1,3.540e+04,1.341e+04,1.343e+04,6.224e+04
195.7,3.729e+04,1.364e+04,1.396e+04,6.489e+04
197.3,3.785e+04,1.333e+04,1.388e+04,6.505e+04
198.8,3.828e+04,1.251e+04,1.373e+04,6.452e+04
