freq,psd_x,psd_y,psd_z,psd_xyz
126.3,4.089e+03,1.670e+04,4.276e+03,2.507e+04
127.8,6.299e+03,2.537e+04,3.982e+03,3.565e+04
129.4,7.559e+03,3.593e+04,3.371e+03,4.686e+04
131.0,7.046e+03,4.202e+04,2.895e+03,5.196e+04
132.6,3.788e+03,2.700e+04,1.798e+03,3.259e+04
134.2,6.006e+02,4.590e+03,5.466e+02,5.738e+03
135.7,2.435e+02,1.667e+03,3.560e+02,2.266e+03
137.3,2.270e+02,1.299e+03,2.893e+02,1.815e+03
138.9,1.866e+02,1.220e+03,2.523e+02,1.659e+03
140.5,1.445e+02,1.086e+03,2.369e+02,1.468e+03
142.1,1.258e+02,7.462e+02,2.256e+02,1.098e+03
143.6,2.017e+02,7.312e+02,2.914e+02,1.224e+03
145.2,2.072e+02,1.042e+03,3.348e+02,1.584e+03
146.8,1.520e+02,1.222e+03,4.104e+02,1.785e+03
148.4,1.906e+02,1.264e+03,5.525e+02,2.007e+03
149.9,2.673e+02,1.240e+03,6.299e+02,2.137e+03
151.5,3.246e+02,1.236e+03,7.170e+02,2.277e+03
153.1,3.034e+02,1.161e+03,7.163e+02,2.181e+03
154.7,2.583e+02,1.043e+03,7.175e+02,2.018e+03
156.3,1.839e+02,8.887e+02,6.779e+02,1.750e+03
157.8,2.378e+02,7.991e+02,6.242e+02,1.661e+03
159.4,4.529e+02,7.067e+02,5.096e+02,1.669e+03
161.0,4.606e+02,7.816e+02,5.426e+02,1.785e+03
162.6,3.955e+02,8.939e+02,8.099e+02,2.099e+03
164.1,4.080e+02,1.192e+03,1.085e+03,2.685e+03
165.7,5.421e+02,1.575e+03,1.393e+03,3.510e+03
167.3,6.998e+02,2.083e+03,1.791e+03,4.573e+03
168.9,9.312e+02,2.686e+03,2.343e+03,5.960e+03
170.5,9.895e+02,3.405e+03,2.692e+03,7.087e+03
172.0,8.975e+02,4.114e+03,2.669e+03,7.681e+03
173.6,8.005e+02,4.585e+03,2.540e+03,7.925e+03
175.2,7.941e+02,4.843e+03,2.454e+03,8.091e+03
176.8,7.209e+02,4.938e+03,2.269e+03,7.927e+03
178.4,5.799e+02,4.753e+03,1.905e+03,7.238e+03
179.9,5.269e+02,4.684e+03,1.689e+03,6.899e+03
181.5,5.669e+02,4.490e+03,1.699e+03,6.755e+03
183.1,6.287e+02,4.096e+03,1.810e+03,6.535e+03
184.7,6.179e+02,3.464e+03,1.923e+03,6.005e+03
186.2,5.928e+02,3.079e+03,1.911e+03,5.583e+03
187.8,6.118e+02,2.999e+03,1.853e+03,5.463e+03
189.4,6.674e+02,2.954e+03,1.731e+03,5.352e+03
191.0,7.235e+02,3.089e+03,1.583e+03,5.395e+03
192.6,7.881e+02,3.297e+03,1.479e+03,5.565e+03
194.1,8.656e+02,3.589e+03,1.447e+03,5.902e+03
195.7,9.277e+02,3.853e+03,1.428e+03,6.208e+03
197.3,9.965e+02,3.790e+03,1.366e+03,6.152e+03
198.9,1.022e+03,3.768e+03,1.248e+03,6.039e+03
