freq,psd_x,psd_y,psd_z,psd_xyz
71.8,1.032e+03,1.132e+05,3.149e+04,1.457e+05
73.3,1.584e+03,9.337e+04,2.663e+04,1.216e+05
74.9,2.220e+03,7.793e+04,2.239e+04,1.025e+05
76.5,1.925e+03,7.129e+04,2.076e+04,9.398e+04
78.0,1.237e+03,6.374e+04,1.948e+04,8.447e+04
79.6,1.008e+03,5.163e+04,1.655e+04,6.919e+04
81.1,1.307e+03,4.258e+04,1.435e+04,5.824e+04
82.7,1.391e+03,3.612e+04,1.348e+04,5.100e+04
84.3,1.314e+03,3.043e+04,1.258e+04,4.433e+04
85.8,1.273e+03,2.604e+04,1.173e+04,3.905e+04
87.4,1.325e+03,2.264e+04,1.089e+04,3.485e+04
88.9,1.431e+03,2.129e+04,1.029e+04,3.302e+04
90.5,1.610e+03,2.148e+04,9.562e+03,3.265e+04
92.1,1.938e+03,2.345e+04,9.529e+03,3.492e+04
93.6,2.377e+03,2.772e+04,1.006e+04,4.015e+04
95.2,2.780e+03,3.747e+04,1.010e+04,5.034e+04
96.7,2.861e+03,5.162e+04,8.518e+03,6.300e+04
98.3,2.885e+03,6.427e+04,6.020e+03,7.317e+04
99.9,3.211e+03,7.468e+04,4.167e+03,8.205e+04
101.4,3.726e+03,7.987e+04,3.109e+03,8.670e+04
103.0,4.236e+03,7.947e+04,2.848e+03,8.655e+04
104.5,4.206e+03,7.309e+04,3.213e+03,8.050e+04
106.1,3.890e+03,6.250e+04,3.549e+03,6.993e+04
107.7,3.684e+03,5.097e+04,3.934e+03,5.859e+04
109.2,4.330e+03,4.050e+04,4.446e+03,4.927e+04
110.8,5.686e+03,2.949e+04,4.859e+03,4.004e+04
112.3,7.612e+03,1.953e+04,5.399e+03,3.254e+04
113.9,1.008e+04,1.308e+04,5.789e+03,2.894e+04
115.5,1.029e+04,1.425e+04,5.979e+03,3.051e+04
117.0,8.744e+03,1.623e+04,6.064e+03,3.104e+04
118.6,8.621e+03,2.110e+04,6.375e+03,3.610e+04
120.2,7.046e+03,2.038e+04,5.263e+03,3.269e+04
121.7,5.502e+03,2.109e+04,4.185e+03,3.078e+04
123.3,4.904e+03,2.820e+04,4.302e+03,3.741e+04
124.8,4.331e+03,3.594e+04,4.758e+03,4.503e+04
126.4,3.535e+03,4.199e+04,5.141e+03,5.066e+04
128.0,2.619e+03,4.440e+04,5.246e+03,5.227e+04
129.5,1.881e+03,4.345e+04,5.108e+03,5.044e+04
131.1,1.498e+03,4.604e+04,5.211e+03,5.275e+04
132.6,9.545e+02,3.455e+04,3.812e+03,3.932e+04
134.2,2.593e+02,6.098e+03,6.872e+02,7.044e+03
135.8,2.091e+02,1.663e+03,1.674e+02,2.040e+03
137.3,2.069e+02,1.465e+03,1.747e+02,1.847e+03
138.9,2.211e+02,1.236e+03,2.410e+02,1.698e+03
140.4,1.974e+02,9.458e+02,3.099e+02,1.453e+03
142.0,1.808e+02,7.388e+02,3.190e+02,1.239e+03
143.6,2.216e+02,6.940e+02,2.738e+02,1.189e+03
145.1,2.208e+02,6.052e+02,1.954e+02,1.021e+03
146.7,1.869e+02,5.812e+02,1.425e+02,9.106e+02
148.2,2.270e+02,6.160e+02,1.093e+02,9.524e+02
149.8,3.405e+02,6.808e+02,1.255e+02,1.147e+03
151.4,3.950e+02,8.375e+02,2.288e+02,1.461e+03
152.9,3.609e+02,8.869e+02,3.044e+02,1.552e+03
154.5,3.380e+02,7.460e+02,3.132e+02,1.397e+03
156.0,3.865e+02,5.802e+02,3.218e+02,1.288e+03
157.6,5.093e+02,5.642e+02,2.964e+02,1.370e+03
159.2,8.035e+02,8.336e+02,2.882e+02,1.925e+03
160.7,1.053e+03,1.512e+03,2.822e+02,2.848e+03
162.3,9.868e+02,2.052e+03,3.202e+02,3.359e+03
163.8,9.558e+02,2.451e+03,3.373e+02,3.744e+03
165.4,8.810e+02,2.775e+03,3.670e+02,4.023e+03
167.0,7.827e+02,3.077e+03,4.030e+02,4.263e+03
168.5,6.901e+02,3.566e+03,5.092e+02,4.766e+03
170.1,6.227e+02,4.088e+03,6.501e+02,5.361e+03
171.6,5.409e+02,4.628e+03,8.280e+02,5.997e+03
173.2,4.942e+02,5.268e+03,9.645e+02,6.727e+03
174.8,5.311e+02,6.156e+03,1.044e+03,7.731e+03
176.3,6.302e+02,6.848e+03,1.025e+03,8.503e+03
177.9,5.839e+02,6.982e+03,9.804e+02,8.546e+03
179.4,4.503e+02,7.058e+03,1.019e+03,8.527e+03
181.0,3.637e+02,6.834e+03,1.158e+03,8.356e+03
182.6,2.932e+02,6.136e+03,1.270e+03,7.700e+03
184.1,2.686e+02,5.395e+03,1.433e+03,7.097e+03
185.7,2.984e+02,4.813e+03,1.716e+03,6.827e+03
187.2,4.272e+02,4.623e+03,1.959e+03,7.010e+03
188.8,5.526e+02,4.622e+03,2.015e+03,7.190e+03
190.4,6.363e+02,4.541e+03,1.821e+03,6.998e+03
191.9,6.731e+02,4.562e+03,1.623e+03,6.859e+03
193.5,8.140e+02,4.835e+03,1.511e+03,7.160e+03
195.1,1.021e+03,5.234e+03,1.470e+03,7.726e+03
196.6,1.300e+03,5.474e+03,1.409e+03,8.184e+03
198.2,1.546e+03,5.808e+03,1.297e+03,8.651e+03
199.7,1.460e+03,5.839e+03,1.035e+03,8.335e+03
